,Text,Topic,Tone of Post,In-Group,Out-group,Narrator,Intolerance,Superiority of in-group,"Hostility to out-group (e.g. verbal attacks, belittlement, instillment of fear, incitement to violence)",Polarization/Othering,Perceived Threat,Character(s),Setting,Initiating Problem,Emotional response,Solution,Appeal to Authority,Appeal to Reason,Appeal to Probability,Conspiracy Theories,Irony/Humor
69,":round_pushpin: cette semaine dans votre numéro de famille chrétienne : :backhand_index_pointing_right: en couv’ : le christianisme et les femmes :backhand_index_pointing_right: mer rouge : les houthis font leur loi :backhand_index_pointing_right: dépression post-partum : ""j'ai été sauvée de la folie"" :backhand_index_pointing_right: visite : embarquez au musée de la marine !",nation,"0 neutral, ambiguous or unclear",Media/Journalists,Christians,Narrator part of out-group,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
70,"lunaire d’aller s’attaquer à des femmes qui disent « violeurs étrangers » dehors. je ne me prononce pas sur le sujet de l’immigration, car ce n’est pas mon sujet de cœur, que je ne sais pas vraiment ce que j’en pense, que je suis très très mitigée sur ce sujet étant moi même issu de l’immigration, et que j’estime ne pas avoir assez étudié cette thématique pour donner un avis éclairé. ( oui, je me la ferme quand je ne maîtrise pas un sujet!). mais par contre je trouve hallucinant d’aller agresser des femmes qui dénoncent des violeurs. elles n’ont pas dit « tous les étrangers dehors » ( si c’était le cas, je ne serais pas du tout d’accord), elles parlent de violeurs, de gens qui ont largement dépassé les bornes et qui ont meurtri profondément des femmes.",nation,"0 neutral, ambiguous or unclear",Right,The People,Unclear,False,False,False,False,False,Implicit,True,False,False,True,False,True,False,False,False
71,"après l'enseignante, voici l'avocate. en écosse, dire que ces personnes ne sont pas des femmes pourra désormais être considéré comme un ""crime haineux"". voilà pourquoi il faut lire transmania",gender/sexuality,"-1 negative and polite, dialogue-oriented attitude",Right,LGBTIQ+,Unclear,False,False,False,True,False,Explicit,True,False,False,True,False,True,False,False,True
72,"union européenne : des millions d'euros pour un lobby trans alors que le sénat français vient de voter une loi restrictive au sujet des transitions sexuelles de mineurs, une ong revendique l’inverse auprès de l’ue. :link: article jdd :",gender/sexuality,"-1 negative and polite, dialogue-oriented attitude",European Actors,NGOs,Narrator part of in-group,False,False,False,True,False,Explicit,True,True,False,False,True,False,False,False,False
73,":two_hearts: d'hier, d'aujourd'hui ou de demain, une maman restera toujours aussi merveilleuse que nécessaire. priver intentionnellement un enfant de sa maman est monstrueux. gpa",gender/sexuality,"-1 negative and polite, dialogue-oriented attitude",Family,The People,Narrator part of in-group,False,False,True,False,True,Implicit,False,True,True,False,False,False,False,False,False
74,"""ce qui leur arrive me touche"" dit le ministre à propos d'amis qui ont commandé un bébé. gpa et l'exploitation de la femme pour produire des bébés pour des tiers, le bébé sans maman, cela vous ""touche"" ?",gender/sexuality,"-1 negative and polite, dialogue-oriented attitude",The People,Politicians/Government,Narrator part of in-group,True,False,True,True,False,Implicit,False,True,False,False,False,True,False,False,False
75,une adolescente de 12 ans violée par trois ados parce que juive. son petit ami n’aurait pas apprécié qu’elle ne lui révèle pas sa religion. certains associent le fait de pénétrer une femme à une punition. et la judéité à un péché. c’est terrifiant.,nation,"-1 negative and polite, dialogue-oriented attitude",Jewish People,Right,Unclear,False,False,True,False,False,Implicit,True,False,True,False,False,True,False,False,False
76,": « le problème n’est pas qu’une fois en couple et marié les hommes européens ne font pas d’enfants, c’est qu’il n’y a mê…",gender/sexuality,"-1 negative and polite, dialogue-oriented attitude",Media/Journalists,Family,Narrator part of in-group,False,False,True,True,False,Explicit,False,True,False,False,False,True,False,False,False
77,":speaking_head: dimanche 9 juin, emmanuel macron a annoncé la dissolution de l’assemblée nationale. :magnifying_glass_tilted_right: le jdd vous explique les différents enjeux de ce moment important de la politique française ! dissolutionassemblée législativesanticipées",nation,"0 neutral, ambiguous or unclear",Media/Journalists,Politicians/Government,Unclear,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
78,"sujet crucial : la privatisation de l’eau ! qui progresse partout : créer la pénurie pour les gueux et enrichir quelques uns sur ce qui est pourtant un bien commun de la nation et de l’humanité ! le bien commun par excellence même ! diffusez svp. c’est la privatisation du vivant, comme les graines et semences ! on était allés il y a quelques semaines dénoncer cela au siège de bayer monsanto ! :right_arrow: « hérault : la mairie vend la nappe phréatique d'un village à un grand groupe industriel » ! bravo aux habitants qui s’y opposent ! nous devons protéger l’eau et le vivant de l’expansion continue de la finance rapace !",nation,"-2 negative and insulting/abusive, aggressive attitude",Political Party,The Elite/Establishment,Narrator part of in-group,True,False,False,True,True,Explicit,True,True,True,False,True,False,False,False,True
79,:movie_camera: « les générations qui sont au pouvoir n'ont pas connu la guerre et ne sont pas du tout conscientes [...] les dirigeants politiques n'ont plus de responsabilité morale de la nation et de leur peuple » - pierre de gaulle lsp à retrouver sur tvl :red_triangle_pointed_down:,nation,"-1 negative and polite, dialogue-oriented attitude",The Elite/Establishment,The People,Narrator part of in-group,False,True,True,False,True,Explicit,True,False,False,False,False,False,False,False,False
80,"assemblée nationale : des députés habillés aux couleurs de la palestine - par boulevard voltaire assembléenationale de plus, rachel keke, députée lfi du 94, a brandi un drapeau palestinien provoquant une suspension de séance.",nation,"0 neutral, ambiguous or unclear",Media/Journalists,Politicians/Government,Neutral Narrator,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
81,dissolution de l’assemblée nationale : les trois hypothèses politiques à retenir,nation,"0 neutral, ambiguous or unclear",Media/Journalists,Politicians/Government,Neutral Narrator,False,False,False,False,False,Implicit,False,False,False,False,False,False,False,False,False
82,":france::classical_building: de retour à paris, je préside la séance publique de l’assemblée nationale où nous continuons l’examen de la ppl visant à réduire l’impact environnemental de l’industrie textile. directan",nation,1 positive,Politicians/Government,Environmental Movements/Parties,Narrator part of in-group,False,False,False,False,False,Implicit,True,False,False,False,False,False,False,False,False
83,rencontre avec les candidats de la liste nous le peuple - live exceptionnel de fin de campagne,nation,1 positive,Political Party,Media/Journalists,Narrator part of in-group,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
84,:red_circle: [ votre avis sur l'actu ] dissolution de l’assemblée nationale : approuvez-vous la décision d’emmanuel macron ? :memo: votre réponse est susceptible d’être partagée sur le site et les réseaux sociaux de valeurs actuelles.,nation,"0 neutral, ambiguous or unclear",Media/Journalists,The People,Neutral Narrator,False,False,False,False,False,Explicit,True,False,False,False,False,True,False,False,False
85,":european_union::france: “en plaçant la liste du rassemblement national à un niveau historique, le peuple français a envoyé un message très clair à un pouvoir macroniste, qui scrutin après scrutin, se désagrège.” - , cheffe des députés rn electionseuropéennes2024 européennes2024",nation,"-1 negative and polite, dialogue-oriented attitude",The People,Politicians/Government,Narrator part of in-group,False,True,False,True,False,Explicit,True,True,False,False,False,False,False,False,False
86,":russia: vladimir poutine, lors du discours du 9 mai : « le destin de la patrie et son avenir dépendent de chacun de nous »",nation,"0 neutral, ambiguous or unclear",Politicians/Government,The People,Narrator part of in-group,False,False,False,False,False,Implicit,False,False,False,False,False,False,False,False,False
87,:france::bouquet: ce matin pour la cérémonie commémorative du 105e anniversaire de l'armistice du 11novembre1918 en hommage aux députés et aux membres du personnel de l’assemblée nationale morts pour la france. directan,nation,1 positive,Political Party,The People,Narrator part of in-group,False,False,False,False,False,Implicit,True,False,False,False,False,False,False,False,False
88,":red_circle: législatives : « il s’attend à ce que la droite nationale l’emporte », ursula von der leyen révèle la stratégie d’emmanuel macron :right_arrow_curving_down:",nation,"0 neutral, ambiguous or unclear",Media/Journalists,Political Party,Neutral Narrator,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
89,"jo paris 2024 : quel impact avec la dissolution de l’assemblée nationale ? pour , la question est ironique car le rn a été un ardent soutien de la loi spéciale pour les jo, y compris la vidéosurveillance algorithmique controversée.",nation,"0 neutral, ambiguous or unclear",Right,Politicians/Government,Narrator part of in-group,False,True,False,False,False,Explicit,False,True,False,False,True,False,False,False,False
90,"écrivain, journaliste et historien militant, il évoque dans son dernier livre son « autriche intérieure », et explique le lien charnel qui l’attache à ce pays.",nation,1 positive,Media/Journalists,Scientists/Academics,Narrator part of in-group,False,False,False,False,False,Implicit,True,False,False,False,False,False,False,False,False
91,":microphone: « chers sapeurs-pompiers, nous savons pouvoir compter sur vous pour nous venir en aide, vous pouvez compter sur mon soutien et mon attention en tant qu’élue de la nation ». miramontdeguyenne pompiers :france:",nation,1 positive,Political Party,The People,Narrator part of in-group,False,False,False,False,False,Explicit,False,False,False,False,False,False,False,False,False
92,:red_circle:[votre avis sur l'actu] dissolution de l’assemblée nationale : « c’est un « coup politique » et les électeurs français le comprendront » :right_arrow_curving_down: :memo: vos réponses au questionnaire paru lundi 10 juin.,nation,"-1 negative and polite, dialogue-oriented attitude",Media/Journalists,Politicians/Government,Neutral Narrator,False,False,False,True,False,Explicit,True,True,False,False,False,False,False,True,False
93,marion défend brillamment notre souveraineté nationale en ce moment sur rtl. écoutez le débat des européennes : votezmarion,nation,1 positive,Media/Journalists,Politicians/Government,Narrator part of in-group,False,True,False,False,False,Explicit,True,True,False,False,False,False,False,False,False
94,"si je suis venu aujourd’hui à lécluse, c’est pour vous parler de la france. la france comme une nation singulière que nous aimons, comme une grande famille à laquelle nous sommes tous fiers d’appartenir. je suis venu parler de ces liens qui nous unissent en tant que français.",nation,1 positive,Nation/Own Country,The People,Narrator part of in-group,False,True,False,False,False,Explicit,True,False,False,False,True,False,False,False,False
95,": dernière étape de la tournée des européennes dont je suis fier d’avoir coordonné l’organisation nationale. aujourd’hui en eure-et-loir pour mobiliser nos électeurs. le 9 juin, un seul, un seul tour, un seul vote ! pour une europe libre, souveraine et respectueuse des peuples !",nation,1 positive,Political Party,The People,Narrator part of in-group,False,False,False,False,False,Explicit,True,False,False,True,False,False,False,False,False
96,un président aimé de son peuple.,nation,1 positive,Politicians/Government,The People,Narrator part of in-group,False,False,False,False,False,Implicit,False,False,False,False,False,False,False,False,False
97,":folded_hands: merci aux citoyens de saint-seurin-sur-l’isle qui ont voté à 48% en faveur de le 9 juin dernier. les 30 juin et 7 juillet, donnez-lui une majorité à l’assemblée nationale ! quand le peuple vote, le peuple gagne ! bardellapremierministre !",nation,1 positive,Political Party,The People,Narrator part of in-group,False,True,False,False,False,Explicit,True,False,True,False,False,False,False,False,False
98,: retrouvez mon intervention en direct de l'assemblée nationale à 18h15 ce jour : directan,science,"0 neutral, ambiguous or unclear",Political Party,The People,Narrator part of in-group,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
99,elections européennes. un choix crucial pour les nations européennes dimanche 9 juin 2024 [l’agora],nation,"0 neutral, ambiguous or unclear",Political Party,The People,Narrator part of in-group,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
100,": « à l'assemblée nationale, le rassemblement national a eu un comportement respectueux des valeurs de la république, il n’y a a…",nation,1 positive,Media/Journalists,Right,Narrator part of in-group,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
101,"[exclusif] nicolas sarkozy au jdd : ""la dissolution constitue un risque majeur pour le pays"" :link: article jdd :",nation,"-1 negative and polite, dialogue-oriented attitude",Media/Journalists,Politicians/Government,Narrator part of in-group,False,False,False,True,True,Explicit,True,False,True,False,False,False,False,False,False
102,":denmark: en tant que présidente du groupe d’amitié france-danemark, j’adresse tout mon soutien au peuple danois face à l’incendie de l'ancienne bourse de copenhague.",nation,1 positive,Politicians/Government,Other Country,Narrator part of in-group,False,False,False,False,False,Explicit,True,False,True,False,False,False,False,False,False
103,"chers compatriotes de nos départements et collectivités d’outre-mer, avec , nous avons un message pour vous. votezmarion",nation,"0 neutral, ambiguous or unclear",Politicians/Government,The People,Narrator part of in-group,False,False,False,False,False,Explicit,False,False,False,False,False,False,False,False,False
104,". : ""cette élection doit être un sursaut national""",nation,"0 neutral, ambiguous or unclear",Politicians/Government,The People,Narrator part of in-group,False,False,False,False,False,Implicit,True,True,False,True,False,False,False,False,False
105,"« la vraie politique, c'est la capacité d'imaginer l'avenir et de fixer le cap pour la nation ». avec mes collègues du à la cérémonie de vœux à la presse de ce matin.",nation,"0 neutral, ambiguous or unclear",Nation/Own Country,Politicians/Government,Narrator part of in-group,False,False,False,False,False,Implicit,False,False,False,False,False,True,False,False,False
106,":european_union::france: “la nouvelle france doit se dresser. (…) peuple des villes et des banlieues, appropriez-vous la france ! faites en votre patrie !” - , leader de lfi electionseuropéennes2024 européennes2024",nation,1 positive,Political Party,The People,Narrator part of in-group,False,False,False,True,False,Explicit,False,False,False,False,False,True,False,False,False
107,"dans la 5e circonscription de la loire, vous pourrez voter au premier tour pour un programme vraiment catholique. le slogan de ces candidats ? dieu, patrie, famille ! diffusez l'info.",nation,"0 neutral, ambiguous or unclear",Christians,Other Ideology,Narrator part of in-group,False,False,False,True,False,Explicit,True,False,False,False,False,True,False,False,False
108,"le rassemblement national a vocation à parler à tous les français, y compris ceux qui n'ont pas voté pour nous mais qui sont aujourd'hui déçus par la politique d'emmanuel macron. je veux rassembler tous ceux qui veulent que la france reste la france. blaye",nation,"0 neutral, ambiguous or unclear",Nation/Own Country,The People,Narrator part of in-group,False,True,False,True,False,Implicit,False,False,False,False,False,False,False,False,False
109,historique ! l’assemblée nationale a voté la fin des promotions supérieures à 34% sur les lessives. pour protéger nos fabricants ! premières conséquences : moins d’économies dans le portefeuille des français ! et revenus records pour les multinationales américaines ( procter &amp;,nation,"-1 negative and polite, dialogue-oriented attitude",Public Sector,Politicians/Government,Narrator part of in-group,True,False,True,False,True,Explicit,True,True,True,False,True,False,False,False,False
110,"en visite en france, le président gabonais brice oligui nguema invite la diaspora à rentrer pour «reconstruire» le pays",nation,"0 neutral, ambiguous or unclear",Politicians/Government,Other Country,Narrator part of in-group,False,False,False,False,False,Explicit,True,False,False,False,True,False,False,False,False
111,"yaël braun-pivet : «j’ai réussi à faire fonctionner l’assemblée nationale, c’est ma fierté», dans legrandrdv",nation,1 positive,Right,The People,Narrator part of in-group,False,False,False,False,False,Explicit,False,False,False,False,False,False,False,False,False
112,"l'europe à laquelle nous tenons, c'est l'europe des nations. c'est l'europe comme civilisation du for intérieur et du forum démocratique, c'est l'europe fidèle à ses racines chrétiennes, c'est l'europe de l’amour courtois et de l’égalité homme-femme. vivementle9juin",nation,"0 neutral, ambiguous or unclear",Christians,European Actors,Narrator part of in-group,False,True,False,False,False,Explicit,True,False,False,False,True,False,False,False,False
113,":ballot_box_with_ballot::france: je vous présente les candidats aux legislatives2024 dans l’yonne pour un gouvernement d’union nationale, investis par le rn de et et lr de . :blue_circle: circo8901 :white_circle: sophie-laurence roy circo8902 :red_circle: circo8903",nation,"0 neutral, ambiguous or unclear",Right,The People,Narrator part of in-group,False,True,False,True,False,Explicit,True,False,False,False,False,False,False,False,False
114,"la france est au bord de la ruine ! nous sommes en train de devenir un pays déclassé, un pays décroché, un pays surendetté, un pays smicardisé, un pays tiers-mondisé. la france. ils ont fait cela à la france. :red_circle:voir l'émission complète : :bell:rejoignez-moi",nation,"-2 negative and insulting/abusive, aggressive attitude",Media/Journalists,Nation/Own Country,Narrator part of in-group,False,False,False,False,True,Explicit,True,False,True,False,True,False,False,True,False
115,"« en sept ans, la dette de la france aura augmenté de 58%, approchant désormais les 3 100 milliards. face au mur de la dette, nous devons retrouver une stratégie nationale de redressement budgétaire. » retrouvez ma tribune dans :",nation,"-1 negative and polite, dialogue-oriented attitude",The People,Nation/Own Country,Narrator part of in-group,True,False,False,False,True,Explicit,False,True,True,False,True,True,False,False,False
116,"quand vous avez un casier judiciaire long comme le bras, vous ne devez pas pouvoir bénéficier d'un hlm. par ailleurs, il faut réserver le logement social aux familles françaises, en instaurant la priorité nationale. faceaface",nation,"-2 negative and insulting/abusive, aggressive attitude",Far-Right,Immigrants/Asylum Seekers,Narrator part of in-group,False,True,True,True,False,Explicit,False,True,True,True,False,True,False,False,False
117,:confetti_ball: dans la dynamique commune d’antagnac aujourd’hui pour la cérémonie des vœux à la population. de beaux projets annoncés pour cette nouvelle année comme la construction d’une micro-crèche. merci à monsieur le maire jérémie bezos pour son accueil chaleureux !,nation,1 positive,The People,Political Party,Unclear,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
118,":red_circle: union nationale : ""une première étape du rassemblement"", espère charles millon :fountain_pen: l'ancien ministre de la défense de jacques chirac a mis en place un soutien logistique à destination des candidats de droite:down_arrow:",nation,1 positive,Public Sector,Right,Narrator part of in-group,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
119,": pourquoi les décisions du conseil constitutionnel s'impose par dessus les lois ? :speaking_head: : ""le principe d'égalité d'…",nation,"0 neutral, ambiguous or unclear",Media/Journalists,Politicians/Government,Narrator part of in-group,False,False,False,True,False,Explicit,False,True,False,False,True,False,False,False,False
120,: je vous conseille d'écouter cette émission qui démonte la théorie du racisme du vote rn notamment le cas de ce pompier qui vo…,nation,"0 neutral, ambiguous or unclear",Media/Journalists,Far-Right,Unclear,False,False,False,True,True,Implicit,False,True,False,False,False,True,False,False,False
121,"le ""nouveau"" front populaire, c'est surtout l'emmaüs de la politique : recyclage de dominique voynet. celle qui, alors ministre de jospin, s'est vantée d'aller contre les intérêts de la france et qui a sabordé le nucléaire. et jospin alors, il est sur quel circonscription ?",nation,"-1 negative and polite, dialogue-oriented attitude",Far-Right,Nation/Own Country,Narrator part of in-group,False,False,False,False,True,Explicit,True,True,False,False,False,True,False,False,False
122,"europeennes2024 elections2024 freepalaestine | rachel kahn | éric zemmour | grandesynthe l’ampleur que prend la question palestinienne dans les pays occidentaux et singulièrement en france procède de deux logiques : - le remplacement des populations de souche par des populations arabo-afro-musulmanes ; - le grand réveil de la oumma islamique partout dans le monde. plus le remplacement et l’islamisation sont avancés et plus la question palestinienne devient une question nationale qui redessine à la fois la politique étrangère, la politique intérieure et la politique de défense. la question palestinienne n’en est pas une en hongrie ou en pologne. en france, nous avons désormais des dizaines d’élus qui ne sont plus français mais palestiniens et des millions de personnes qui se sentent plus concernés par gaza que par grande-synthe ou viry-chatillon !",nation,"-2 negative and insulting/abusive, aggressive attitude",Far-Right,Muslims,Narrator part of in-group,False,False,True,True,True,Explicit,False,True,False,False,False,True,False,False,False
123,":police_car_light: ne manquez pas en toute vérité présenté par :right_arrow: le rn aux portes du pouvoir : faut-il craindre la guerre civile ? :speaking_head: avec , ancien conseiller de nicolas sarkozy :triangular_flag:à retrouver dès 11h sur",nation,"0 neutral, ambiguous or unclear",Nation/Own Country,Right,Unclear,False,False,False,False,False,Explicit,False,False,False,False,False,False,False,False,False
124,"si vous aviez regardé du côté de ma circonscription, vous n’auriez pas dit la même chose, :melting_face:…",nation,"-1 negative and polite, dialogue-oriented attitude",Right,Politicians/Government,Narrator part of in-group,False,True,True,False,False,Implicit,False,True,False,False,False,False,False,False,False
125,"« shani louk, 23 ans, est morte. c'était le symbole de la vie face aux barbares du hamas qui ne sont guidés que par la haine des juifs et le goût du sang. ce qui s'est passé le 7octobre me fait penser à ce qu'on fait les nazis en ukraine. c'est le même procédé.»",nation,"-1 negative and polite, dialogue-oriented attitude",Media/Journalists,Social Movements,Unclear,True,False,True,True,False,Explicit,False,True,True,False,False,False,False,True,False
126,: les toulonnais et les varois sont prêts pour la dernière ligne droite de la reconquête en vue du 9 juin! merci …,nation,1 positive,Far-Right,Nation/Own Country,Narrator part of in-group,False,False,False,False,False,Implicit,True,False,False,False,False,False,False,False,False
127,"ça c’est littéralement énorme ! et ça en dit tellement long sur l’ue ! :right_arrow: la commission européenne est en train d’asphyxier économiquement le parquet européen, afin que celui-ci soit bien conscient qu’il doit être obéissant, et au pas, pour espérer obtenir un peu de fonds pour payer les salaires et fonctionner ! le parquet européen, machin fédéral créé en 2021, lance officiellement l’alarme : « on n’a plus d’argent ! » :right_arrow: il faut bien sûr faire le lien avec le pfizergate en cours : ursula von der leyen envoie un message ultra clair au parquet européen ! je vous nourris uniquement si vous me blanchissez ! dégageons tout ça ! frexitvite leuropeçasuffit !",nation,"-1 negative and polite, dialogue-oriented attitude",Political Party,European Actors,Narrator part of in-group,False,False,True,False,False,Explicit,True,False,True,False,False,True,False,False,False
128,"on se débarrasse du torchon bleu à étoiles de l’oligarchie européiste ! (ce vidéo :right_arrow_curving_down:) hier en meeting de plein air à paris ! avec ! :right_arrow: par ce geste symbolique fort, que le reste de la classe politique française est incapable d’accomplir tant ils vénèrent tous ce torchon, on marque la volonté de frexit de dizaines de millions de français ! jeter l’ue aux poubelles de l’histoire et sauver nos libertés, la paix et la france ! :france::france::france: leuropeçasuffit !",nation,"-2 negative and insulting/abusive, aggressive attitude",Social Movements,European Actors,Narrator part of in-group,False,True,True,True,True,Explicit,True,True,True,True,False,True,False,True,False
129,d’où vient le « rayon de lumière » de l’esprit saint que la liturgie de la pentecôte nous a apporté ? l'explication du père max huot de longchamp.,irrelevant,"-1 negative and polite, dialogue-oriented attitude",Christians,Other Religion,Unclear,False,False,False,False,False,Implicit,False,False,False,False,False,True,False,False,True
130,":fire::fire::fire:le collectif nemesis s’est infiltré au festival de cannes :fire::fire::fire: nous nous sommes invitées à la 77eme édition du pour sensibiliser les stars à l'insécurité dont les femmes font les frais. nous aussi nous sommes la génération metoo : le metoolmmigration. dans cet événement où le patriarcat et les vss sont si souvent dénoncés, nous avons voulu interpeller sur la surreprésentation des étrangers dans les violences faites aux femmes. :right_arrow:nous exigeons l'expulsion définitive des auteurs de vss de nationalité étrangère. :right_arrow:nous exigeons l'application des oqtf. :right_arrow:nous exigeons la mise en place de statistiques ethniques. :right_arrow:nous exigeons de l'etat de nous protéger de la misogynie propre à certaines cultures immigrées. nous ne nous tairons pas. foreignrapistsout ! violeursetrangersdehors merci à nos courageuses militantes dont !",nation,"-1 negative and polite, dialogue-oriented attitude",Feminists,Immigrants/Asylum Seekers,Narrator part of in-group,False,False,False,False,True,Explicit,True,False,False,False,False,True,False,False,False
131,:red_circle: un fiché s candidat aux législatives à avignon... qu’en pensez-vous ? raphaelarnault :right_arrow: le grand matin avec dès 6h30 :backhand_index_pointing_down: vos commentaires,nation,"0 neutral, ambiguous or unclear",Political Party,Media/Journalists,Unclear,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,True
132,jo de paris 2024. des eaux usées déversées pendant plusieurs jours dans la seine [vidéo],nation,"0 neutral, ambiguous or unclear",Media/Journalists,The Elite/Establishment,Unclear,False,False,True,False,True,Explicit,True,True,False,False,True,False,False,False,True
133,"« beaucoup de français en ont marre de ce deux poids deux mesures. imaginons si des jeunes blancs étaient venus dans une salle des fêtes “planter des jeunes arabes”, cela aurait fait un scandale international. ils veulent juste la vérité sur les causes de l'insécurité !»",nation,"-1 negative and polite, dialogue-oriented attitude",Nation/Own Country,Immigrants/Asylum Seekers,Neutral Narrator,False,False,False,True,True,Explicit,False,True,True,False,False,True,False,True,False
134,: rima hassan fait exprès d'éloigner les français de la cause palestinienne avec ses tweets imbéciles qui mélangent tout ? c'est à se demander…,nation,"-1 negative and polite, dialogue-oriented attitude",The People,Political Party,Unclear,False,False,True,False,True,Explicit,True,False,False,False,False,False,False,True,False
135,": le conseil départemental du territoire de belfort vote le refus de prendre en charge les jeunes migrants arrivés clandestinement, dit « mineurs étrangers non accompagnés » (mna) ; un choix radical, quitte à engager un bras de fer avec l’état",nation,"0 neutral, ambiguous or unclear",Politicians/Government,Immigrants/Asylum Seekers,Unclear,False,True,False,False,True,Explicit,True,True,False,False,False,False,False,False,False
136,"voter lr, c’est voter pour hortefeux et une « droite » qui a trahi les français. voter lr est impossible. il reste à lr des élus, des militants et des électeurs courageux. je suis certaine qu’ils rejoindront bientôt marine et jordan. votezbardella",nation,"-1 negative and polite, dialogue-oriented attitude",Media/Journalists,Far-Right,Narrator part of in-group,False,True,True,False,False,Explicit,True,True,False,False,False,True,False,False,False
137,« je ne comprends pas qu'on puisse laisser un parti comme lfi créer en toute impunité de l'antisémitisme. je ne comprends pas qu'on puisse bannir les entreprises israéliennes du salon eurosatory. je ne comprends plus la france. j'ai honte pour mon pays !»,nation,"-1 negative and polite, dialogue-oriented attitude",Jewish People,Far-Left,Unclear,True,False,False,True,False,Explicit,False,False,True,False,True,False,False,False,False
138,: merci à nos amis espagnols pour cet accueil si chaleureux aujourd’hui à madrid ! viva24 :france::spain:,nation,1 positive,The People,Other Country,Narrator part of in-group,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
139,un exemple de tolérance :sports_medal:,irrelevant,1 positive,Left,Politicians/Government,Narrator part of in-group,False,False,False,False,False,Implicit,False,False,False,False,False,False,False,False,False
140,": « il faut punir très sévèrement tous ces parents qui menacent les professeurs, les principaux et les proviseurs ainsi qu…",nation,"-1 negative and polite, dialogue-oriented attitude",School staff,Parents,Neutral Narrator,False,False,False,True,True,Explicit,True,True,False,False,False,True,False,False,False
141,"les français en danger ? le parlement riposte contre les gourous 2.0 et les dérives sectaires ! max jesuisterreau a posé une question déconcertante à son médecin : ""avez-vous déjà tué quelqu'un ? "" la réponse a ouvert un débat sur la confiance, le",nation,"-1 negative and polite, dialogue-oriented attitude",Politicians/Government,Scientists/Academics,Unclear,False,False,False,False,True,Explicit,True,True,False,False,True,False,False,True,False
142,": « on met en avant cnews au nom de la pluralité d’expression, alors que dans les médias publics, la pluralité n’est pas la règl…",nation,"0 neutral, ambiguous or unclear",Media/Journalists,Media/Journalists,Narrator part of in-group,False,False,False,False,True,Implicit,False,True,False,False,False,False,False,False,False
143,": la suisse ne rigole pas avec sa souveraineté. l'udc, premier parti de suisse refuse une décision de la cedh et propose de quitter le conseil de l'europe pour ne plus subir ce type de décisions.",nation,"0 neutral, ambiguous or unclear",Other Country,European Actors,Narrator part of out-group,False,False,False,False,True,Explicit,True,False,False,False,True,False,False,False,False
144,"vous appelez « chauvin » un politicien qui assoit la majorité de sa puissance électorale sur les voix des immigrés et va jusqu’à déclarer, en 2007 qu’il « ne se supporte pas quand il est entouré de blonds » ? « patriote », ce raciste à l’état pur? avez-vous perdu le sens commun?",nation,"-1 negative and polite, dialogue-oriented attitude",Far-Right,Left,Narrator part of in-group,False,False,True,False,False,Implicit,False,False,False,False,False,False,False,False,False
145,: . : les dessous de l'affaire gérard depardieu,nation,"0 neutral, ambiguous or unclear",Media/Journalists,Media/Journalists,Narrator part of in-group,False,False,False,False,True,Explicit,True,False,False,False,False,False,False,False,False
146,":red_circle: pour combler les 600 milliards d’€ de dette en 5 ans, gabriel attal souhaite désormais « taxer les rentes ». assurances-vie, livrets a, propriétaires fonciers… il serait préférable de taxer les superprofits plutôt qu’une fois de plus les français !",nation,"-1 negative and polite, dialogue-oriented attitude",The People,Politicians/Government,Neutral Narrator,False,False,False,True,False,Explicit,True,True,False,True,False,True,False,False,False
147,je serai ce mardi à 8h20 l'invité de la matinale de :right_arrow_curving_down:,nation,"0 neutral, ambiguous or unclear",Politicians/Government,Other,Narrator part of in-group,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
148,"les migrants qui viennent en france se faire soigner à l’œil, loger à l’œil, c’est terminé. si vous voulez voter pour les frontières, ce dimanche, votez reconquête. jevotereconquête européennes",nation,"-1 negative and polite, dialogue-oriented attitude",Right,Immigrants/Asylum Seekers,Narrator part of in-group,True,True,True,False,False,Explicit,True,True,False,False,False,True,False,False,False
149,: coucou mon petit jean mi! t es en sur régime mon chéri! t en fais trop! même le dimanche! et j avoue que m a bcp moins lustré les glaouis que toi en plateau! je t embrasse!bon dimanche le lustreur! ps: pense à acheter de la peau de chamois! ça peut tjs te servir :red_heart:,irrelevant,"-1 negative and polite, dialogue-oriented attitude",Media/Journalists,Media/Journalists,Narrator part of in-group,True,False,False,False,False,Implicit,False,False,False,False,False,False,False,False,True
